MSSV,FullName,ClassCode,DateOfBirth,Hometown,Gender,AdmissionMethod,AdmissionScore,Email,PhoneNumber,Address,Major,Department,AcademicStatus,EnrollmentYear,GPA,AccumulatedCredits,Advisor
20256301,Ngo Van Son,HTTT01-K68,18/04/2004,Thanh Hoa,Nu,Diem thi THPT,27.3,20256301@sis.hust.edu.vn,0958186283,So 63 Pho Chua Boc - Thanh Hoa,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2022,3.68,19,Pham Minh D
20256302,Ly Xuan Vy,ATTT03-K68,12/08/2007,Nam Dinh,Nu,Hoc ba,22.3,20256302@sis.hust.edu.vn,0943153245,So 46 Pho Chua Boc - Nam Dinh,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2025,1.19,18,Hoang Duc E
20256303,Pham Hai Binh,CNPM02-K67,18/05/2004,Quang Ninh,Nam,Tuyen thang,28,20256303@sis.hust.edu.vn,0946984750,So 61 Pho Chua Boc - Quang Ninh,Cong nghe thong tin,Truong CNTT&TT,Bao luu,2022,3.81,147,Hoang Duc E
20256304,Tran Huu Giang,CTTT02-K68,22/10/2006,Thai Nguyen,Nu,Diem thi THPT,26.2,20256304@sis.hust.edu.vn,0929788666,So 24 Pho Chua Boc - Thai Nguyen,Khoa hoc may tinh,Truong CNTT&TT,Canh cao,2024,1.17,12,Tran Thi B
20256305,Phan Quang Khoa,ATTT03-K68,04/10/2004,Nam Dinh,Nu,Hoc ba,22.3,20256305@sis.hust.edu.vn,0921474469,So 32 Pho Chua Boc - Nam Dinh,He thong thong tin,Truong CNTT&TT,Dang hoc,2022,1.96,127,Tran Thi B
20256306,Nguyen Minh Phuong,DTVT01-K68,13/02/2006,Quang Nam,Nu,Tuyen thang,21.3,20256306@sis.hust.edu.vn,0968684510,So 37 Pho Chua Boc - Quang Nam,Dien tu vien thong,Khoa Vien thong,Dang hoc,2024,3.75,16,Tran Thi B
20256307,Ho Duc Anh,CNPM01-K68,06/06/2005,Quang Ninh,Nam,Danh gia nang luc,28.8,20256307@sis.hust.edu.vn,0948388512,So 56 Pho Chua Boc - Quang Ninh,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2023,2.22,104,Hoang Duc E
20256308,Dang Thi Dung,CTTT02-K68,25/01/2006,Da Nang,Nu,Diem thi THPT,22,20256308@sis.hust.edu.vn,0931456789,So 46 Pho Chua Boc - Da Nang,An toan thong tin,Truong CNTT&TT,Dang hoc,2024,2.54,63,Nguyen Van A
20256309,Tran Xuan Binh,KHMT02-K68,16/08/2005,Da Nang,Nu,Danh gia nang luc,27.3,20256309@sis.hust.edu.vn,0941589949,So 51 Pho Chua Boc - Da Nang,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2023,2.43,8,Le Van C
20256310,Le Tuan Son,KHMT02-K68,06/11/2006,Quang Nam,Nu,Hoc ba,26.4,20256310@sis.hust.edu.vn,0955097078,So 80 Pho Chua Boc - Quang Nam,An toan thong tin,Truong CNTT&TT,Canh cao,2024,1.79,47,Nguyen Van A
20256311,Tran Duy Linh,CTTT02-K68,10/12/2005,Da Nang,Nu,Tuyen thang,25.1,20256311@sis.hust.edu.vn,0936804029,So 147 Pho Chua Boc - Da Nang,He thong thong tin,Truong CNTT&TT,Dang hoc,2023,2.66,45,Hoang Duc E
20256312,Bui Quang Huy,KHMT01-K67,12/01/2007,Can Tho,Nu,Diem thi THPT,27.3,20256312@sis.hust.edu.vn,0982647819,So 142 Pho Chua Boc - Can Tho,Cong nghe thong tin,Truong CNTT&TT,Canh cao,2025,2.22,44,Nguyen Van A
20256313,Nguyen Huu Binh,KHMT02-K68,12/01/2006,Thai Nguyen,Nu,Danh gia nang luc,21.4,20256313@sis.hust.edu.vn,0938999910,So 146 Pho Chua Boc - Thai Nguyen,He thong thong tin,Truong CNTT&TT,Dang hoc,2024,3.05,42,Pham Minh D
20256314,Tran Thanh Huy,CNPM02-K67,07/01/2005,TP HCM,Nam,Tuyen thang,20.3,20256314@sis.hust.edu.vn,0940951593,So 140 Pho Chua Boc - TP HCM,He thong thong tin,Truong CNTT&TT,Dang hoc,2023,2.37,107,Le Van C
20256315,Ngo Duy Long,ATTT03-K68,15/07/2005,Quang Ninh,Nu,Diem thi THPT,22.2,20256315@sis.hust.edu.vn,0921487068,So 20 Pho Chua Boc - Quang Ninh,An toan thong tin,Truong CNTT&TT,Bao luu,2023,1.87,150,Hoang Duc E
20256316,Pham Quoc Phong,CNPM01-K68,27/04/2005,Nam Dinh,Nam,Tuyen thang,25.8,20256316@sis.hust.edu.vn,0962910925,So 24 Pho Chua Boc - Nam Dinh,He thong thong tin,Truong CNTT&TT,Dang hoc,2023,1.88,114,Le Van C
20256317,Do Van Nam,CTTT02-K68,04/03/2007,Ha Noi,Nam,Tuyen thang,23.2,20256317@sis.hust.edu.vn,0931123052,So 138 Pho Chua Boc - Ha Noi,Dien tu vien thong,Khoa Vien thong,Bao luu,2025,2.58,25,Le Van C
20256318,Bui Minh Hanh,CNPM01-K68,24/08/2004,Can Tho,Nam,Diem thi THPT,27.4,20256318@sis.hust.edu.vn,0972709945,So 61 Pho Chua Boc - Can Tho,Ky thuat may tinh,Khoa Dien tu,Bao luu,2022,3.52,69,Hoang Duc E
20256319,Bui Xuan Dong,DTVT01-K68,03/11/2006,Thanh Hoa,Nu,Hoc ba,20.9,20256319@sis.hust.edu.vn,0962601786,So 61 Pho Chua Boc - Thanh Hoa,He thong thong tin,Truong CNTT&TT,Canh cao,2024,1.42,23,Hoang Duc E
20256320,Do Thanh Khoa,CNPM01-K68,21/09/2007,Can Tho,Nam,Danh gia nang luc,21.1,20256320@sis.hust.edu.vn,0989832533,So 20 Pho Chua Boc - Can Tho,He thong thong tin,Truong CNTT&TT,Dang hoc,2025,3.29,37,Tran Thi B
20256321,Duong Duc Nam,CTTT02-K68,26/03/2006,Ha Tinh,Nu,Danh gia nang luc,22.5,20256321@sis.hust.edu.vn,0993221954,So 126 Pho Chua Boc - Ha Tinh,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2024,3.96,3,Pham Minh D
20256322,Vu Thanh Phuc,CNPM01-K68,08/01/2004,Quang Ninh,Nam,Danh gia nang luc,26.7,20256322@sis.hust.edu.vn,0971607752,So 40 Pho Chua Boc - Quang Ninh,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2022,2.49,135,Hoang Duc E
20256323,Ly Quang Dung,HTTT01-K68,14/03/2005,Ha Noi,Nam,Hoc ba,25.4,20256323@sis.hust.edu.vn,0983153363,So 67 Pho Chua Boc - Ha Noi,Dien tu vien thong,Khoa Vien thong,Bao luu,2023,2.11,32,Le Van C
20256324,Pham Xuan Long,CNPM02-K67,28/04/2007,Thai Binh,Nu,Hoc ba,25.8,20256324@sis.hust.edu.vn,0963726344,So 12 Pho Chua Boc - Thai Binh,He thong thong tin,Truong CNTT&TT,Canh cao,2025,1.66,68,Le Van C
20256325,Tran Quoc Son,KHMT02-K68,02/03/2006,Hue,Nam,Hoc ba,23,20256325@sis.hust.edu.vn,0912399332,So 54 Pho Chua Boc - Hue,He thong thong tin,Truong CNTT&TT,Dang hoc,2024,3.63,48,Hoang Duc E
20256326,Hoang Quoc Cuong,KHMT01-K67,02/02/2007,Quang Ninh,Nu,Danh gia nang luc,21.5,20256326@sis.hust.edu.vn,0975258363,So 92 Pho Chua Boc - Quang Ninh,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2025,2.56,9,Nguyen Van A
20256327,Phan Quang Vy,CNPM01-K68,11/01/2006,Ha Noi,Nu,Diem thi THPT,28.4,20256327@sis.hust.edu.vn,0959494680,So 133 Pho Chua Boc - Ha Noi,Dien tu vien thong,Khoa Vien thong,Canh cao,2024,2.89,20,Nguyen Van A
20256328,Ngo Tuan Nam,DTVT01-K68,05/07/2006,Hue,Nam,Diem thi THPT,25.5,20256328@sis.hust.edu.vn,0961692882,So 19 Pho Chua Boc - Hue,Cong nghe thong tin,Truong CNTT&TT,Canh cao,2024,3.03,90,Tran Thi B
20256329,Le Duy Linh,CTTT02-K68,03/10/2007,Thai Nguyen,Nu,Diem thi THPT,23.7,20256329@sis.hust.edu.vn,0956084055,So 66 Pho Chua Boc - Thai Nguyen,Dien tu vien thong,Khoa Vien thong,Dang hoc,2025,1.26,52,Tran Thi B
20256330,Duong Duc Vy,HTTT01-K68,24/05/2005,Nghe An,Nu,Diem thi THPT,29,20256330@sis.hust.edu.vn,0927420434,So 92 Pho Chua Boc - Nghe An,Dien tu vien thong,Khoa Vien thong,Bao luu,2023,2.38,85,Pham Minh D
20256331,Ngo Huu Nam,KHMT02-K68,03/11/2006,Can Tho,Nu,Danh gia nang luc,26.4,20256331@sis.hust.edu.vn,0918872307,So 146 Pho Chua Boc - Can Tho,Khoa hoc may tinh,Truong CNTT&TT,Bao luu,2024,2.67,83,Pham Minh D
20256332,Le Thanh Anh,CTTT02-K68,13/08/2006,Quang Nam,Nu,Tuyen thang,27,20256332@sis.hust.edu.vn,0966712733,So 52 Pho Chua Boc - Quang Nam,Cong nghe thong tin,Truong CNTT&TT,Canh cao,2024,3.8,147,Le Van C
20256333,Bui Hai Son,DTVT01-K68,04/06/2007,Nam Dinh,Nu,Tuyen thang,27.9,20256333@sis.hust.edu.vn,0993877886,So 82 Pho Chua Boc - Nam Dinh,He thong thong tin,Truong CNTT&TT,Canh cao,2025,2.89,121,Hoang Duc E
20256334,Vu Xuan Huy,ATTT03-K68,11/04/2006,TP HCM,Nam,Danh gia nang luc,26.8,20256334@sis.hust.edu.vn,0933878920,So 36 Pho Chua Boc - TP HCM,An toan thong tin,Truong CNTT&TT,Dang hoc,2024,3.18,34,Nguyen Van A
20256335,Bui Minh Yen,DTVT01-K68,21/08/2007,Hue,Nam,Diem thi THPT,21.2,20256335@sis.hust.edu.vn,0984603438,So 116 Pho Chua Boc - Hue,Dien tu vien thong,Khoa Vien thong,Dang hoc,2025,2.88,129,Nguyen Van A
20256336,Duong Minh Mai,CTTT02-K68,18/12/2006,Nghe An,Nu,Diem thi THPT,22.9,20256336@sis.hust.edu.vn,0978692085,So 146 Pho Chua Boc - Nghe An,He thong thong tin,Truong CNTT&TT,Dang hoc,2024,2.74,51,Hoang Duc E
20256337,Dang Van Yen,CNPM02-K67,24/10/2006,Quang Nam,Nam,Diem thi THPT,24.7,20256337@sis.hust.edu.vn,0966070807,So 89 Pho Chua Boc - Quang Nam,He thong thong tin,Truong CNTT&TT,Dang hoc,2024,1.09,150,Pham Minh D
20256338,Nguyen Huu Phuong,KHMT02-K68,24/06/2005,Quang Ninh,Nam,Danh gia nang luc,27.4,20256338@sis.hust.edu.vn,0994106707,So 141 Pho Chua Boc - Quang Ninh,Dien tu vien thong,Khoa Vien thong,Canh cao,2023,2.67,108,Nguyen Van A
20256339,Hoang Hai Dung,ATTT03-K68,25/02/2005,Nam Dinh,Nam,Hoc ba,23.4,20256339@sis.hust.edu.vn,0912389050,So 93 Pho Chua Boc - Nam Dinh,Cong nghe thong tin,Truong CNTT&TT,Bao luu,2023,3.69,82,Hoang Duc E
20256340,Duong Thanh Hanh,KHMT01-K67,11/08/2005,Hue,Nam,Diem thi THPT,26.7,20256340@sis.hust.edu.vn,0927029850,So 12 Pho Chua Boc - Hue,Dien tu vien thong,Khoa Vien thong,Dang hoc,2023,3.44,85,Hoang Duc E
20256341,Nguyen Hai Anh,KHMT02-K68,15/01/2007,Ha Noi,Nam,Danh gia nang luc,25.1,20256341@sis.hust.edu.vn,0916419705,So 108 Pho Chua Boc - Ha Noi,Cong nghe thong tin,Truong CNTT&TT,Bao luu,2025,1.41,111,Hoang Duc E
20256342,Dang Van Anh,DTVT01-K68,15/12/2005,Da Nang,Nam,Diem thi THPT,24.9,20256342@sis.hust.edu.vn,0960782277,So 34 Pho Chua Boc - Da Nang,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2023,2.11,20,Le Van C
20256343,Nguyen Tuan Hung,KHMT02-K68,10/11/2005,Quang Ninh,Nu,Diem thi THPT,23.3,20256343@sis.hust.edu.vn,0913323061,So 79 Pho Chua Boc - Quang Ninh,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2023,2.59,24,Nguyen Van A
20256344,Hoang Thanh Khoa,KHMT01-K67,13/09/2004,Thai Nguyen,Nu,Danh gia nang luc,26.5,20256344@sis.hust.edu.vn,0953879478,So 120 Pho Chua Boc - Thai Nguyen,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2022,3.8,85,Pham Minh D
20256345,Phan Thanh Phong,KHMT01-K67,10/11/2007,Nam Dinh,Nu,Diem thi THPT,22.8,20256345@sis.hust.edu.vn,0972419050,So 37 Pho Chua Boc - Nam Dinh,An toan thong tin,Truong CNTT&TT,Dang hoc,2025,3.68,145,Le Van C
20256346,Do Huu Khoa,CTTT02-K68,12/12/2007,Thai Binh,Nu,Hoc ba,24.2,20256346@sis.hust.edu.vn,0991179964,So 109 Pho Chua Boc - Thai Binh,Cong nghe thong tin,Truong CNTT&TT,Canh cao,2025,3.14,107,Le Van C
20256347,Ngo Thanh Phong,DTVT01-K68,15/03/2006,Thai Binh,Nam,Diem thi THPT,29.5,20256347@sis.hust.edu.vn,0924363852,So 22 Pho Chua Boc - Thai Binh,An toan thong tin,Truong CNTT&TT,Bao luu,2024,3.61,76,Hoang Duc E
20256348,Nguyen Xuan Vy,CTTT02-K68,16/07/2005,Thai Binh,Nam,Diem thi THPT,26.1,20256348@sis.hust.edu.vn,0938869017,So 42 Pho Chua Boc - Thai Binh,An toan thong tin,Truong CNTT&TT,Canh cao,2023,3.7,7,Hoang Duc E
20256349,Ly Van Dong,CNPM01-K68,18/06/2006,Quang Ninh,Nu,Danh gia nang luc,24.8,20256349@sis.hust.edu.vn,0996863772,So 112 Pho Chua Boc - Quang Ninh,Ky thuat may tinh,Khoa Dien tu,Bao luu,2024,3.28,76,Le Van C
20256350,Tran Duy Son,KHMT01-K67,19/11/2005,Quang Ninh,Nam,Diem thi THPT,24.8,20256350@sis.hust.edu.vn,0973396860,So 49 Pho Chua Boc - Quang Ninh,An toan thong tin,Truong CNTT&TT,Dang hoc,2023,3.02,147,Tran Thi B
20256351,Pham Xuan Son,CNPM01-K68,14/06/2004,Nam Dinh,Nu,Danh gia nang luc,29.5,20256351@sis.hust.edu.vn,0954616934,So 75 Pho Chua Boc - Nam Dinh,Dien tu vien thong,Khoa Vien thong,Canh cao,2022,3.51,64,Hoang Duc E
20256352,Ho Thi Huy,ATTT03-K68,08/05/2005,Quang Nam,Nu,Diem thi THPT,25.2,20256352@sis.hust.edu.vn,0938702651,So 124 Pho Chua Boc - Quang Nam,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2023,3.29,143,Tran Thi B
20256353,Phan Hai Oanh,KHMT01-K67,15/05/2006,Can Tho,Nu,Hoc ba,24.5,20256353@sis.hust.edu.vn,0975788765,So 8 Pho Chua Boc - Can Tho,He thong thong tin,Truong CNTT&TT,Dang hoc,2024,2.68,43,Tran Thi B
20256354,Nguyen Anh Vy,KHMT01-K67,03/07/2005,Da Nang,Nam,Danh gia nang luc,26.1,20256354@sis.hust.edu.vn,0940616911,So 138 Pho Chua Boc - Da Nang,He thong thong tin,Truong CNTT&TT,Dang hoc,2023,3.62,61,Nguyen Van A
20256355,Ngo Quang Huy,CTTT02-K68,15/09/2006,Da Nang,Nam,Danh gia nang luc,29.3,20256355@sis.hust.edu.vn,0976984622,So 27 Pho Chua Boc - Da Nang,He thong thong tin,Truong CNTT&TT,Dang hoc,2024,2.13,143,Tran Thi B
20256356,Dang Duc Long,HTTT01-K68,14/03/2004,Da Nang,Nam,Diem thi THPT,23,20256356@sis.hust.edu.vn,0922220903,So 128 Pho Chua Boc - Da Nang,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2022,2.53,94,Hoang Duc E
20256357,Vu Hai Dung,DTVT01-K68,28/02/2005,Nam Dinh,Nam,Diem thi THPT,27.1,20256357@sis.hust.edu.vn,0964464755,So 9 Pho Chua Boc - Nam Dinh,Cong nghe thong tin,Truong CNTT&TT,Canh cao,2023,2.14,5,Le Van C
20256358,Dang Duc Khoa,KHMT01-K67,27/02/2004,Quang Nam,Nam,Diem thi THPT,20,20256358@sis.hust.edu.vn,0913083738,So 105 Pho Chua Boc - Quang Nam,Ky thuat may tinh,Khoa Dien tu,Bao luu,2022,2.5,99,Hoang Duc E
20256359,Bui Thi Anh,KHMT02-K68,23/10/2005,Can Tho,Nu,Tuyen thang,29.3,20256359@sis.hust.edu.vn,0960599789,So 19 Pho Chua Boc - Can Tho,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2023,3.69,104,Tran Thi B
20256360,Pham Thi Nam,HTTT01-K68,12/04/2005,Quang Ninh,Nu,Hoc ba,25.5,20256360@sis.hust.edu.vn,0999249893,So 124 Pho Chua Boc - Quang Ninh,Cong nghe thong tin,Truong CNTT&TT,Bao luu,2023,2.57,89,Pham Minh D
20256361,Ngo Quang Long,KHMT02-K68,22/08/2006,Ha Noi,Nu,Hoc ba,24.5,20256361@sis.hust.edu.vn,0934627943,So 92 Pho Chua Boc - Ha Noi,He thong thong tin,Truong CNTT&TT,Dang hoc,2024,3.84,86,Pham Minh D
20256362,Pham Minh Anh,CNPM02-K67,26/03/2004,Ha Tinh,Nu,Tuyen thang,22.1,20256362@sis.hust.edu.vn,0911556172,So 101 Pho Chua Boc - Ha Tinh,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2022,2.69,5,Le Van C
20256363,Nguyen Duy Phuc,HTTT01-K68,05/08/2007,Quang Nam,Nu,Tuyen thang,25.2,20256363@sis.hust.edu.vn,0926523939,So 22 Pho Chua Boc - Quang Nam,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2025,2.5,86,Le Van C
20256364,Dang Huu Yen,CNPM01-K68,14/08/2004,Ha Tinh,Nam,Danh gia nang luc,21.9,20256364@sis.hust.edu.vn,0988414998,So 135 Pho Chua Boc - Ha Tinh,He thong thong tin,Truong CNTT&TT,Dang hoc,2022,3.23,6,Tran Thi B
20256365,Bui Thanh Dong,CNPM02-K67,26/04/2007,Thai Binh,Nu,Danh gia nang luc,28.2,20256365@sis.hust.edu.vn,0972521524,So 141 Pho Chua Boc - Thai Binh,He thong thong tin,Truong CNTT&TT,Dang hoc,2025,2.33,22,Tran Thi B
20256366,Duong Quoc Oanh,CNPM02-K67,08/10/2004,Quang Ninh,Nu,Danh gia nang luc,26.2,20256366@sis.hust.edu.vn,0971841584,So 58 Pho Chua Boc - Quang Ninh,An toan thong tin,Truong CNTT&TT,Dang hoc,2022,2.88,86,Le Van C
20256367,Bui Tuan Nam,HTTT01-K68,21/08/2007,Thanh Hoa,Nam,Tuyen thang,29.4,20256367@sis.hust.edu.vn,0957380830,So 135 Pho Chua Boc - Thanh Hoa,He thong thong tin,Truong CNTT&TT,Dang hoc,2025,3.45,2,Hoang Duc E
20256368,Vu Tuan Son,HTTT01-K68,15/07/2006,Hue,Nu,Hoc ba,22.8,20256368@sis.hust.edu.vn,0917733863,So 20 Pho Chua Boc - Hue,Ky thuat may tinh,Khoa Dien tu,Bao luu,2024,1.96,70,Hoang Duc E
20256369,Nguyen Quoc Nam,CTTT02-K68,13/06/2007,Da Nang,Nu,Danh gia nang luc,28.6,20256369@sis.hust.edu.vn,0950234191,So 57 Pho Chua Boc - Da Nang,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2025,1.62,54,Hoang Duc E
20256370,Duong Thi Yen,CNPM01-K68,22/12/2004,Nam Dinh,Nu,Hoc ba,20.2,20256370@sis.hust.edu.vn,0939542930,So 99 Pho Chua Boc - Nam Dinh,Dien tu vien thong,Khoa Vien thong,Dang hoc,2022,2.62,117,Tran Thi B
20256371,Phan Quoc Hai,ATTT03-K68,22/01/2006,Thai Nguyen,Nam,Danh gia nang luc,22.1,20256371@sis.hust.edu.vn,0966126204,So 1 Pho Chua Boc - Thai Nguyen,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2024,1.76,131,Hoang Duc E
20256372,Tran Thanh Dong,ATTT03-K68,18/04/2004,TP HCM,Nu,Hoc ba,22.7,20256372@sis.hust.edu.vn,0999642408,So 10 Pho Chua Boc - TP HCM,Cong nghe thong tin,Truong CNTT&TT,Canh cao,2022,3.06,128,Nguyen Van A
20256373,Hoang Huu Hung,KHMT02-K68,03/03/2007,Thai Binh,Nu,Hoc ba,25.4,20256373@sis.hust.edu.vn,0968390731,So 77 Pho Chua Boc - Thai Binh,An toan thong tin,Truong CNTT&TT,Bao luu,2025,3.88,6,Le Van C
20256374,Ly Quang Son,CNPM01-K68,22/12/2007,Thai Nguyen,Nam,Diem thi THPT,23.6,20256374@sis.hust.edu.vn,0998324482,So 15 Pho Chua Boc - Thai Nguyen,Khoa hoc may tinh,Truong CNTT&TT,Bao luu,2025,3.09,83,Nguyen Van A
20256375,Vu Huu Khoa,KHMT02-K68,02/11/2005,Nghe An,Nu,Diem thi THPT,28,20256375@sis.hust.edu.vn,0941653935,So 76 Pho Chua Boc - Nghe An,He thong thong tin,Truong CNTT&TT,Canh cao,2023,2.28,72,Nguyen Van A
20256376,Do Minh Linh,CNPM02-K67,16/03/2007,Quang Nam,Nu,Hoc ba,20.1,20256376@sis.hust.edu.vn,0989943979,So 68 Pho Chua Boc - Quang Nam,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2025,2.26,68,Le Van C
20256377,Duong Duy Dong,HTTT01-K68,11/08/2007,Can Tho,Nam,Danh gia nang luc,23.8,20256377@sis.hust.edu.vn,0982396040,So 55 Pho Chua Boc - Can Tho,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2025,3.36,14,Nguyen Van A
20256378,Ho Duy Cuong,CNPM02-K67,08/05/2004,Thai Nguyen,Nu,Diem thi THPT,20.9,20256378@sis.hust.edu.vn,0931925330,So 13 Pho Chua Boc - Thai Nguyen,Cong nghe thong tin,Truong CNTT&TT,Canh cao,2022,3.47,21,Tran Thi B
20256379,Pham Tuan Khoa,HTTT01-K68,22/01/2006,Ha Tinh,Nam,Diem thi THPT,27.5,20256379@sis.hust.edu.vn,0921310705,So 71 Pho Chua Boc - Ha Tinh,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2024,1.75,147,Nguyen Van A
20256380,Ho Ngoc Long,CTTT02-K68,02/03/2006,Thai Binh,Nam,Tuyen thang,29.1,20256380@sis.hust.edu.vn,0965706942,So 137 Pho Chua Boc - Thai Binh,He thong thong tin,Truong CNTT&TT,Dang hoc,2024,2.94,124,Pham Minh D
20256381,Pham Hai Cuong,CTTT02-K68,27/12/2005,Thai Nguyen,Nam,Diem thi THPT,28,20256381@sis.hust.edu.vn,0980692830,So 132 Pho Chua Boc - Thai Nguyen,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2023,3.08,45,Pham Minh D
20256382,Ho Hai Giang,HTTT01-K68,25/02/2006,TP HCM,Nam,Diem thi THPT,23.9,20256382@sis.hust.edu.vn,0984667249,So 136 Pho Chua Boc - TP HCM,He thong thong tin,Truong CNTT&TT,Dang hoc,2024,2.34,0,Hoang Duc E
20256383,Bui Quang Hai,KHMT02-K68,07/01/2004,Da Nang,Nam,Diem thi THPT,29.3,20256383@sis.hust.edu.vn,0972592148,So 114 Pho Chua Boc - Da Nang,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2022,3.35,50,Pham Minh D
20256384,Le Thi Tuan,HTTT01-K68,07/11/2004,Can Tho,Nu,Diem thi THPT,24.7,20256384@sis.hust.edu.vn,0954791678,So 45 Pho Chua Boc - Can Tho,Cong nghe thong tin,Truong CNTT&TT,Canh cao,2022,3.34,80,Tran Thi B
20256385,Tran Huu Yen,HTTT01-K68,24/10/2004,Thai Nguyen,Nam,Tuyen thang,28.1,20256385@sis.hust.edu.vn,0955297460,So 45 Pho Chua Boc - Thai Nguyen,He thong thong tin,Truong CNTT&TT,Dang hoc,2022,1.92,129,Pham Minh D
20256386,Dang Thanh Dong,CNPM01-K68,24/09/2006,Can Tho,Nam,Danh gia nang luc,23.8,20256386@sis.hust.edu.vn,0997993725,So 140 Pho Chua Boc - Can Tho,Ky thuat may tinh,Khoa Dien tu,Bao luu,2024,1.33,47,Le Van C
20256387,Pham Minh Phuc,CNPM01-K68,23/09/2006,Bac Ninh,Nam,Hoc ba,27.7,20256387@sis.hust.edu.vn,0992791901,So 114 Pho Chua Boc - Bac Ninh,An toan thong tin,Truong CNTT&TT,Bao luu,2024,3.54,81,Hoang Duc E
20256388,Bui Tuan Dong,CTTT02-K68,04/06/2006,TP HCM,Nu,Danh gia nang luc,20.8,20256388@sis.hust.edu.vn,0953225781,So 148 Pho Chua Boc - TP HCM,An toan thong tin,Truong CNTT&TT,Bao luu,2024,3.46,48,Le Van C
20256389,Do Quang Hung,KHMT01-K67,03/08/2006,Ha Noi,Nam,Danh gia nang luc,27.4,20256389@sis.hust.edu.vn,0966214228,So 40 Pho Chua Boc - Ha Noi,He thong thong tin,Truong CNTT&TT,Bao luu,2024,3.44,126,Nguyen Van A
20256390,Dang Duc Cuong,KHMT01-K67,18/08/2005,Quang Ninh,Nam,Hoc ba,29.6,20256390@sis.hust.edu.vn,0976602819,So 3 Pho Chua Boc - Quang Ninh,Dien tu vien thong,Khoa Vien thong,Bao luu,2023,2.12,140,Pham Minh D
20256391,Pham Hai Nam,ATTT03-K68,12/01/2005,Thanh Hoa,Nam,Tuyen thang,28.8,20256391@sis.hust.edu.vn,0933383037,So 9 Pho Chua Boc - Thanh Hoa,An toan thong tin,Truong CNTT&TT,Dang hoc,2023,3.01,8,Hoang Duc E
20256392,Le Quang Phong,ATTT03-K68,06/10/2006,Can Tho,Nu,Danh gia nang luc,22.9,20256392@sis.hust.edu.vn,0929519091,So 147 Pho Chua Boc - Can Tho,Ky thuat may tinh,Khoa Dien tu,Bao luu,2024,2.58,65,Hoang Duc E
20256393,Pham Duc Phong,CNPM01-K68,01/03/2006,Quang Ninh,Nu,Tuyen thang,20.7,20256393@sis.hust.edu.vn,0936534310,So 7 Pho Chua Boc - Quang Ninh,An toan thong tin,Truong CNTT&TT,Dang hoc,2024,1.41,82,Tran Thi B
20256394,Ly Anh Tuan,CTTT02-K68,07/02/2005,Nam Dinh,Nu,Hoc ba,26,20256394@sis.hust.edu.vn,0957430996,So 35 Pho Chua Boc - Nam Dinh,He thong thong tin,Truong CNTT&TT,Dang hoc,2023,1.74,24,Le Van C
20256395,Hoang Anh Vy,CNPM02-K67,25/04/2006,Bac Ninh,Nu,Danh gia nang luc,28.2,20256395@sis.hust.edu.vn,0949816027,So 135 Pho Chua Boc - Bac Ninh,He thong thong tin,Truong CNTT&TT,Dang hoc,2024,2.29,110,Le Van C
20256396,Tran Van Vy,DTVT01-K68,13/08/2004,Ha Tinh,Nu,Tuyen thang,26.7,20256396@sis.hust.edu.vn,0968042174,So 69 Pho Chua Boc - Ha Tinh,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2022,3.52,93,Tran Thi B
20256397,Phan Anh Khoa,KHMT01-K67,15/01/2007,Thanh Hoa,Nu,Tuyen thang,29.5,20256397@sis.hust.edu.vn,0987084330,So 59 Pho Chua Boc - Thanh Hoa,Dien tu vien thong,Khoa Vien thong,Bao luu,2025,3.36,59,Tran Thi B
20256398,Ly Xuan Hung,KHMT02-K68,18/07/2005,Thai Nguyen,Nu,Danh gia nang luc,21.2,20256398@sis.hust.edu.vn,0925097977,So 93 Pho Chua Boc - Thai Nguyen,An toan thong tin,Truong CNTT&TT,Dang hoc,2023,1.88,116,Tran Thi B
